"geoid","name","state","county","total_energy_burden","electricity_burden","gas_burden","other_burden","total_energy_cost","electricity_cost","gas_cost","other_cost","total_households","income","black","amerind","asian","hawaiian_pi","hispanic","white","multiracial","other_race","no_high_school","high_school","some_college","bachelor"
51001090101,"Census Tract 901.01, Accomack County","Virginia","Accomack County",2,2,0,0,2130,1435,370,325,1005,89910,0,0,0,0,4,94,2,0,7,22,36,36
51001090102,"Census Tract 901.02, Accomack County","Virginia","Accomack County",3,2,1,1,2049,1238,473,338,793,61612,0,0,0,0,0,94,6,0,8,26,31,35
51001090201,"Census Tract 902.01, Accomack County","Virginia","Accomack County",3,2,1,0,2226,1326,620,280,1408,65471,13,0,2,0,3,76,6,0,18,23,29,29
51001090202,"Census Tract 902.02, Accomack County","Virginia","Accomack County",3,2,1,1,2655,1481,752,422,1141,83959,44,0,3,0,3,49,1,0,16,28,46,10
51001090300,"Census Tract 903, Accomack County","Virginia","Accomack County",4,2,1,1,3039,1682,728,629,861,77544,16,0,0,0,5,70,9,1,25,43,27,6
51001090401,"Census Tract 904.01, Accomack County","Virginia","Accomack County",3,2,1,0,2752,1512,902,338,1081,83702,32,0,1,0,4,56,5,0,30,32,17,22
51001090402,"Census Tract 904.02, Accomack County","Virginia","Accomack County",4,2,1,1,2321,1491,497,333,1448,65957,33,0,0,0,8,29,20,10,36,31,24,8
51001090500,"Census Tract 905, Accomack County","Virginia","Accomack County",4,2,1,1,3026,1585,798,643,890,74276,29,0,1,0,3,63,4,0,19,34,23,23
51001090600,"Census Tract 906, Accomack County","Virginia","Accomack County",3,2,1,1,2859,1437,796,626,1994,89359,28,1,0,0,3,62,6,0,11,29,25,35
51001090700,"Census Tract 907, Accomack County","Virginia","Accomack County",4,2,1,1,2599,1517,725,357,2363,70712,32,0,1,0,1,60,4,1,12,25,35,28
51001090800,"Census Tract 908, Accomack County","Virginia","Accomack County",5,2,1,1,2875,1456,618,801,1244,62729,50,1,0,0,0,44,2,3,20,34,26,20
51001980100,"Census Tract 9801, Accomack County","Virginia","Accomack County",3,2,1,0,2059,1440,521,98,24,62612,0,0,0,0,0,100,0,0,0,100,0,0
51003010100,"Census Tract 101, Albemarle County","Virginia","Albemarle County",2,1,0,0,3066,1949,621,496,1824,137656,3,0,0,0,0,88,9,0,3,18,18,61
51003010201,"Census Tract 102.01, Albemarle County","Virginia","Albemarle County",2,1,0,0,2502,1933,431,138,1982,149218,8,0,4,0,1,76,8,3,0,12,21,66
51003010202,"Census Tract 102.02, Albemarle County","Virginia","Albemarle County",2,1,0,0,3277,2147,677,453,1201,207170,1,0,3,0,1,88,6,1,1,5,14,80
51003010301,"Census Tract 103.01, Albemarle County","Virginia","Albemarle County",2,1,0,0,3008,1971,425,612,676,141732,10,0,12,0,1,66,10,0,2,17,27,54
51003010302,"Census Tract 103.02, Albemarle County","Virginia","Albemarle County",1,1,0,0,2513,1760,725,28,450,180456,10,0,3,0,4,63,17,2,3,7,18,72
51003010303,"Census Tract 103.03, Albemarle County","Virginia","Albemarle County",1,1,0,0,2360,1778,553,29,2174,157891,2,1,5,0,3,83,7,0,2,18,21,58
51003010401,"Census Tract 104.01, Albemarle County","Virginia","Albemarle County",2,1,1,0,3132,1984,771,377,1870,149234,9,0,0,0,1,87,1,2,9,15,21,55
51003010402,"Census Tract 104.02, Albemarle County","Virginia","Albemarle County",2,1,1,0,3190,2137,955,98,1419,160467,3,0,3,0,0,85,9,0,5,7,22,66
51003010501,"Census Tract 105.01, Albemarle County","Virginia","Albemarle County",2,1,0,0,2528,1835,638,55,1196,162061,4,0,13,0,1,76,5,0,3,6,19,71
51003010502,"Census Tract 105.02, Albemarle County","Virginia","Albemarle County",1,1,0,0,1326,1177,136,13,1704,121123,20,0,2,0,1,73,3,1,2,16,23,59
51003010602,"Census Tract 106.02, Albemarle County","Virginia","Albemarle County",1,1,0,0,1903,1461,417,25,2251,136480,8,0,5,0,3,81,4,0,2,7,22,70
51003010603,"Census Tract 106.03, Albemarle County","Virginia","Albemarle County",3,2,0,0,1899,1458,157,284,1351,64676,9,1,0,0,3,79,8,0,3,16,13,69
51003010604,"Census Tract 106.04, Albemarle County","Virginia","Albemarle County",2,1,0,0,2355,1847,333,175,1655,146872,13,0,4,0,1,77,4,0,14,10,15,61
51003010701,"Census Tract 107.01, Albemarle County","Virginia","Albemarle County",1,1,0,0,1340,1200,133,7,1466,91341,31,0,16,0,4,46,3,0,3,8,34,56
51003010702,"Census Tract 107.02, Albemarle County","Virginia","Albemarle County",3,2,0,0,2068,1477,357,234,1460,80777,24,0,1,0,4,54,7,9,12,21,22,45
51003010801,"Census Tract 108.01, Albemarle County","Virginia","Albemarle County",2,1,0,0,1657,1162,435,60,1750,93224,13,0,8,0,3,61,2,12,7,13,24,57
51003010802,"Census Tract 108.02, Albemarle County","Virginia","Albemarle County",1,1,0,0,2016,1638,316,62,961,138840,21,0,2,0,10,56,2,9,9,19,27,46
51003010901,"Census Tract 109.01, Albemarle County","Virginia","Albemarle County",2,2,0,0,1288,1219,68,1,725,70601,10,0,21,0,2,63,3,1,1,1,8,91
51003010904,"Census Tract 109.04, Albemarle County","Virginia","Albemarle County",2,2,0,0,1403,1292,106,5,544,74950,9,0,19,0,4,58,9,1,19,17,23,41
51003011000,"Census Tract 110, Albemarle County","Virginia","Albemarle County",2,1,0,0,3213,2088,752,373,2676,201413,0,0,4,0,5,89,1,0,1,3,13,82
51003011101,"Census Tract 111.01, Albemarle County","Virginia","Albemarle County",2,2,0,0,2343,1777,447,119,1002,112780,5,0,4,0,0,89,2,0,3,12,20,64
51003011102,"Census Tract 111.02, Albemarle County","Virginia","Albemarle County",2,1,1,0,2713,1900,784,29,1164,152131,0,0,2,0,1,92,5,0,1,7,16,76
51003011103,"Census Tract 111.03, Albemarle County","Virginia","Albemarle County",2,1,0,0,2636,1800,655,181,1601,158782,2,0,3,0,3,89,2,0,1,8,16,75
51003011201,"Census Tract 112.01, Albemarle County","Virginia","Albemarle County",2,1,0,0,2904,2060,607,237,1748,138738,4,0,1,0,5,87,3,0,2,14,21,63
51003011202,"Census Tract 112.02, Albemarle County","Virginia","Albemarle County",2,1,0,0,3056,2151,748,157,1470,180674,2,0,8,0,1,86,3,0,5,13,11,71
51003011301,"Census Tract 113.01, Albemarle County","Virginia","Albemarle County",2,2,0,0,2752,1988,520,244,2116,129363,9,0,6,0,0,82,3,0,11,15,22,52
51003011302,"Census Tract 113.02, Albemarle County","Virginia","Albemarle County",2,1,0,0,1597,1394,139,64,1945,93354,13,0,9,0,12,53,11,3,9,7,21,64
51003011303,"Census Tract 113.03, Albemarle County","Virginia","Albemarle County",2,1,0,0,1788,1546,230,12,1716,116828,13,0,4,0,3,73,4,4,1,10,20,69
51003011400,"Census Tract 114, Albemarle County","Virginia","Albemarle County",3,2,0,0,2754,1998,434,322,1934,99286,19,0,0,1,1,76,3,0,12,20,29,39
51005070100,"Census Tract 701, Alleghany County","Virginia","Alleghany County",4,3,1,0,2390,1674,621,95,1429,54913,12,0,0,0,1,83,2,2,9,46,26,19
51005080100,"Census Tract 801, Alleghany County","Virginia","Alleghany County",4,3,1,1,2743,1923,380,440,1430,75099,3,0,0,0,0,92,5,0,11,45,29,16
51005080201,"Census Tract 802.01, Alleghany County","Virginia","Alleghany County",3,2,0,0,2717,2049,346,322,1169,89999,2,0,0,0,6,92,0,0,13,32,37,18
51005080202,"Census Tract 802.02, Alleghany County","Virginia","Alleghany County",4,3,1,0,2467,1836,364,267,977,66894,5,0,0,0,0,95,0,0,13,40,34,13
51005080301,"Census Tract 803.01, Alleghany County","Virginia","Alleghany County",4,3,0,0,2996,2258,367,371,788,76251,2,0,0,0,0,98,0,0,6,40,42,11
51005080302,"Census Tract 803.02, Alleghany County","Virginia","Alleghany County",4,3,0,1,2707,2006,236,465,516,73208,3,0,0,0,1,94,2,0,7,57,30,6
51007930101,"Census Tract 9301.01, Amelia County","Virginia","Amelia County",3,2,0,0,3137,2274,445,418,946,116591,13,0,0,0,0,78,9,0,10,31,32,28
51007930102,"Census Tract 9301.02, Amelia County","Virginia","Amelia County",5,3,1,1,3963,2669,863,431,1728,77910,16,0,0,0,4,78,3,0,16,34,28,22
51007930200,"Census Tract 9302, Amelia County","Virginia","Amelia County",4,3,1,0,2787,2097,409,281,2584,74290,27,0,0,0,0,67,6,0,12,47,23,18
51009010100,"Census Tract 101, Amherst County","Virginia","Amherst County",3,2,0,0,2545,2075,233,237,1989,87855,13,1,0,0,0,78,3,4,11,46,18,26
51009010201,"Census Tract 102.01, Amherst County","Virginia","Amherst County",3,2,0,0,2314,1853,223,238,1757,89684,17,0,0,0,1,78,1,1,17,31,18,33
51009010202,"Census Tract 102.02, Amherst County","Virginia","Amherst County",3,2,0,0,2556,2162,258,136,957,90079,4,2,0,0,0,78,14,2,7,41,21,30
51009010300,"Census Tract 103, Amherst County","Virginia","Amherst County",2,2,0,0,2463,1977,311,175,1326,102898,2,2,4,0,2,88,3,0,2,34,28,36
51009010401,"Census Tract 104.01, Amherst County","Virginia","Amherst County",3,3,0,0,2424,2057,158,209,1372,80435,30,1,1,0,0,66,2,1,6,48,30,16
51009010402,"Census Tract 104.02, Amherst County","Virginia","Amherst County",2,2,0,0,2087,1833,137,117,1262,92595,15,0,0,0,0,80,2,2,5,38,44,13
51009010504,"Census Tract 105.04, Amherst County","Virginia","Amherst County",3,3,0,0,2150,1887,124,139,1757,74237,22,0,0,0,0,73,3,1,16,29,35,19
51009010505,"Census Tract 105.05, Amherst County","Virginia","Amherst County",4,3,1,1,2872,2068,365,439,372,63911,18,1,2,0,2,63,11,4,18,30,39,13
51009010506,"Census Tract 105.06, Amherst County","Virginia","Amherst County",4,3,0,0,2166,1852,184,130,782,61071,42,0,0,0,2,53,3,0,7,37,34,22
51009010600,"Census Tract 106, Amherst County","Virginia","Amherst County",3,2,0,0,2275,1943,183,149,1041,81926,30,1,0,1,3,62,1,3,19,44,29,8
51011040101,"Census Tract 401.01, Appomattox County","Virginia","Appomattox County",3,2,0,0,2665,2051,254,360,1558,97321,24,0,0,0,1,72,3,0,8,21,46,24
51011040102,"Census Tract 401.02, Appomattox County","Virginia","Appomattox County",3,3,0,0,2460,1979,183,298,1410,77071,16,0,1,0,1,80,0,2,7,37,37,19
51011040200,"Census Tract 402, Appomattox County","Virginia","Appomattox County",3,3,0,0,2496,1998,246,252,1935,78515,18,0,0,0,3,73,3,3,10,44,31,15
51011040300,"Census Tract 403, Appomattox County","Virginia","Appomattox County",4,3,0,0,2545,1931,317,297,1632,67422,14,0,0,0,1,81,1,3,12,46,26,16
51013100100,"Census Tract 1001, Arlington County","Virginia","Arlington County",1,1,0,0,2643,1603,995,45,1788,316851,1,0,6,0,3,73,16,0,2,4,4,89
51013100200,"Census Tract 1002, Arlington County","Virginia","Arlington County",1,1,0,0,2749,1678,1020,51,2426,319256,1,1,4,0,3,84,7,1,5,6,7,82
51013100300,"Census Tract 1003, Arlington County","Virginia","Arlington County",1,1,0,0,2835,1726,1098,11,2117,327515,8,0,5,0,3,70,13,1,0,4,7,88
51013100400,"Census Tract 1004, Arlington County","Virginia","Arlington County",1,0,0,0,2721,1668,1044,9,1283,352899,1,0,7,0,1,86,4,1,0,1,2,97
51013100500,"Census Tract 1005, Arlington County","Virginia","Arlington County",1,1,0,0,2584,1585,906,93,1551,295476,2,0,5,0,2,75,14,2,2,3,6,89
51013100600,"Census Tract 1006, Arlington County","Virginia","Arlington County",1,1,0,0,2143,1382,751,10,1238,266243,3,0,7,0,4,74,10,2,5,3,10,82
51013100700,"Census Tract 1007, Arlington County","Virginia","Arlington County",1,1,0,0,2110,1302,733,75,2350,239454,4,1,8,0,7,69,9,3,4,7,13,77
51013100800,"Census Tract 1008, Arlington County","Virginia","Arlington County",1,1,0,0,2563,1651,890,22,513,265566,21,1,10,0,5,40,18,4,6,5,11,79
51013100900,"Census Tract 1009, Arlington County","Virginia","Arlington County",1,1,0,0,2437,1452,938,47,1716,271783,6,1,6,0,3,66,8,10,1,10,11,78
51013101000,"Census Tract 1010, Arlington County","Virginia","Arlington County",1,1,0,0,2331,1402,892,37,1440,237060,4,0,5,0,2,80,6,2,2,4,21,73
51013101100,"Census Tract 1011, Arlington County","Virginia","Arlington County",1,1,0,0,2306,1417,848,41,2391,264522,2,0,6,0,8,71,7,4,0,4,10,86
51013101200,"Census Tract 1012, Arlington County","Virginia","Arlington County",1,1,0,0,2512,1478,1026,8,1354,269948,3,0,9,0,6,66,10,6,5,3,16,77
51013101300,"Census Tract 1013, Arlington County","Virginia","Arlington County",1,1,0,0,2425,1527,883,15,2463,277129,2,0,7,1,2,73,11,4,0,4,11,85
51013101401,"Census Tract 1014.01, Arlington County","Virginia","Arlington County",1,1,0,0,1352,1045,288,19,889,160817,9,0,14,1,2,52,15,8,2,6,15,77
51013101402,"Census Tract 1014.02, Arlington County","Virginia","Arlington County",1,1,0,0,1550,1159,385,6,1263,214113,1,0,13,0,6,72,8,1,1,0,6,92
51013101405,"Census Tract 1014.05, Arlington County","Virginia","Arlington County",1,1,0,0,939,793,146,0,1240,138923,4,0,24,0,7,65,1,0,0,8,2,91
51013101406,"Census Tract 1014.06, Arlington County","Virginia","Arlington County",1,1,0,0,1092,884,205,3,1903,154170,2,0,17,0,4,69,7,1,0,4,3,93
51013101407,"Census Tract 1014.07, Arlington County","Virginia","Arlington County",1,1,0,0,1195,963,229,3,2439,157281,5,0,11,0,8,68,7,2,0,0,9,91
51013101408,"Census Tract 1014.08, Arlington County","Virginia","Arlington County",1,0,0,0,1153,903,250,0,495,195205,2,2,4,0,6,83,3,0,0,6,7,87
51013101409,"Census Tract 1014.09, Arlington County","Virginia","Arlington County",1,1,0,0,1053,888,163,2,1523,147549,4,0,30,0,1,60,3,2,0,13,5,82
51013101501,"Census Tract 1015.01, Arlington County","Virginia","Arlington County",1,1,0,0,1213,877,321,15,1815,144336,11,0,8,0,5,59,15,1,1,4,6,88
51013101502,"Census Tract 1015.02, Arlington County","Virginia","Arlington County",1,1,0,0,1871,1216,592,63,1391,233855,1,0,11,0,4,76,5,3,1,1,12,86
51013101503,"Census Tract 1015.03, Arlington County","Virginia","Arlington County",1,0,0,0,2434,1481,931,22,698,300352,1,0,6,0,1,84,7,1,0,1,2,97
51013101601,"Census Tract 1016.01, Arlington County","Virginia","Arlington County",1,1,0,0,1891,1408,478,5,737,228032,4,0,13,0,5,58,16,4,0,1,5,94
51013101602,"Census Tract 1016.02, Arlington County","Virginia","Arlington County",1,1,0,0,1476,1173,302,1,979,151269,10,0,19,0,2,61,5,3,10,4,6,80
51013101603,"Census Tract 1016.03, Arlington County","Virginia","Arlington County",1,1,0,0,1121,904,213,4,2356,164992,8,0,19,0,2,57,12,1,1,3,12,83
51013101701,"Census Tract 1017.01, Arlington County","Virginia","Arlington County",1,1,0,0,1100,851,247,2,2677,151095,5,0,5,1,3,69,8,9,2,4,1,93
51013101703,"Census Tract 1017.03, Arlington County","Virginia","Arlington County",1,1,0,0,1261,1046,208,7,1373,161213,13,0,9,0,2,63,9,4,0,6,13,80
51013101704,"Census Tract 1017.04, Arlington County","Virginia","Arlington County",1,1,0,0,798,589,209,0,1452,89757,3,0,26,0,4,54,9,4,1,1,16,82
51013101705,"Census Tract 1017.05, Arlington County","Virginia","Arlington County",1,1,0,0,1036,892,140,4,2020,156185,1,0,15,0,9,60,9,7,0,9,12,79
51013101801,"Census Tract 1018.01, Arlington County","Virginia","Arlington County",1,0,0,0,1214,949,262,3,1672,211758,2,1,11,0,3,76,5,3,0,1,3,96
51013101803,"Census Tract 1018.03, Arlington County","Virginia","Arlington County",1,1,0,0,1694,1202,403,89,2088,158010,3,0,16,0,2,68,4,7,2,4,12,82
51013101804,"Census Tract 1018.04, Arlington County","Virginia","Arlington County",1,1,0,0,1214,932,281,1,1330,136186,4,1,4,0,4,53,12,22,8,6,6,79
51013101805,"Census Tract 1018.05, Arlington County","Virginia","Arlington County",1,1,0,0,1106,878,223,5,2461,172220,3,0,14,0,8,68,7,0,1,1,4,94
51013101900,"Census Tract 1019, Arlington County","Virginia","Arlington County",1,1,0,0,1971,1296,643,32,1239,219093,2,0,5,0,2,84,4,3,0,2,5,93
51013102001,"Census Tract 1020.01, Arlington County","Virginia","Arlington County",1,1,0,0,1170,917,251,2,1617,176368,15,0,8,0,2,45,13,17,12,9,10,69
51013102002,"Census Tract 1020.02, Arlington County","Virginia","Arlington County",1,1,0,0,1487,1076,406,5,539,180369,12,0,8,0,6,50,3,22,10,3,8,79
51013102003,"Census Tract 1020.03, Arlington County","Virginia","Arlington County",1,1,0,0,1345,1096,246,3,2611,104213,19,0,11,0,8,40,7,14,11,11,22,57
51013102100,"Census Tract 1021, Arlington County","Virginia","Arlington County",1,1,0,0,1987,1243,680,64,987,204740,5,0,17,0,4,54,17,3,10,17,7,66
51013102200,"Census Tract 1022, Arlington County","Virginia","Arlington County",1,1,0,0,1560,1284,269,7,2986,105312,14,0,14,0,18,21,13,21,19,25,19,37
51013102301,"Census Tract 1023.01, Arlington County","Virginia","Arlington County",1,1,0,0,2093,1292,741,60,623,203064,7,0,7,0,10,56,12,9,4,8,21,67
51013102302,"Census Tract 1023.02, Arlington County","Virginia","Arlington County",1,1,0,0,2076,1302,720,54,1729,201171,13,0,9,0,7,48,11,13,10,6,18,66
51013102400,"Census Tract 1024, Arlington County","Virginia","Arlington County",1,1,0,0,1951,1241,672,38,1463,209037,17,0,11,0,1,45,8,17,7,7,15,71
51013102500,"Census Tract 1025, Arlington County","Virginia","Arlington County",1,1,0,0,1408,1023,373,12,2764,157732,12,2,7,0,13,61,4,1,2,4,10,83
51013102600,"Census Tract 1026, Arlington County","Virginia","Arlington County",1,1,0,0,1668,1103,532,33,1608,175450,22,0,10,0,7,42,13,7,7,8,18,67
51013102701,"Census Tract 1027.01, Arlington County","Virginia","Arlington County",2,1,0,0,1296,1011,284,1,1385,81902,39,1,22,0,10,15,8,5,9,26,29,36
51013102702,"Census Tract 1027.02, Arlington County","Virginia","Arlington County",1,1,0,0,1635,1150,483,2,858,180183,6,0,20,0,5,43,6,20,9,9,3,78
51013102802,"Census Tract 1028.02, Arlington County","Virginia","Arlington County",1,1,0,0,1969,1369,590,10,503,224619,6,3,2,0,3,81,5,0,5,3,6,86
51013102803,"Census Tract 1028.03, Arlington County","Virginia","Arlington County",2,1,0,0,2198,1895,302,1,1552,134063,9,2,10,0,8,47,13,10,2,11,39,48
51013102804,"Census Tract 1028.04, Arlington County","Virginia","Arlington County",1,1,0,0,1491,1104,379,8,1918,119168,22,0,8,0,10,35,17,8,9,16,19,56
51013102901,"Census Tract 1029.01, Arlington County","Virginia","Arlington County",1,1,0,0,1546,1462,68,16,1748,170481,0,0,4,0,5,77,12,1,1,4,9,86
51013102903,"Census Tract 1029.03, Arlington County","Virginia","Arlington County",1,1,0,0,1261,1171,76,14,869,181413,2,0,10,0,5,74,8,2,0,1,17,82
51013102904,"Census Tract 1029.04, Arlington County","Virginia","Arlington County",1,1,0,0,1095,844,243,8,1618,115899,19,4,5,1,2,53,8,7,10,0,21,69
51013103000,"Census Tract 1030, Arlington County","Virginia","Arlington County",1,1,0,0,1512,1414,62,36,1632,200935,4,1,4,0,7,69,14,1,2,1,4,94
51013103100,"Census Tract 1031, Arlington County","Virginia","Arlington County",1,1,0,0,1556,1074,467,15,2713,168697,21,0,6,0,11,41,9,11,3,11,8,78
51013103200,"Census Tract 1032, Arlington County","Virginia","Arlington County",1,1,0,0,1294,1021,266,7,3078,154576,16,1,10,0,3,53,10,7,1,5,18,76
51013103300,"Census Tract 1033, Arlington County","Virginia","Arlington County",1,1,0,0,1425,984,388,53,1271,129909,25,0,16,0,5,42,8,4,6,4,20,71
51013103401,"Census Tract 1034.01, Arlington County","Virginia","Arlington County",0,0,0,0,960,869,91,0,28,199227,20,1,2,0,6,50,21,0,0,0,11,89
51013103403,"Census Tract 1034.03, Arlington County","Virginia","Arlington County",1,1,0,0,990,781,209,0,1051,139634,8,0,17,0,9,48,17,1,0,0,15,85
51013103404,"Census Tract 1034.04, Arlington County","Virginia","Arlington County",1,0,0,0,987,806,181,0,854,161299,21,0,16,0,9,44,6,5,4,0,14,82
51013103405,"Census Tract 1034.05, Arlington County","Virginia","Arlington County",1,0,0,0,1089,873,214,2,2151,175390,19,2,24,1,0,41,11,1,1,2,7,90
51013103501,"Census Tract 1035.01, Arlington County","Virginia","Arlington County",1,1,0,0,1028,854,173,1,2277,136088,10,0,11,0,7,56,12,4,0,2,2,95
51013103503,"Census Tract 1035.03, Arlington County","Virginia","Arlington County",1,1,0,0,1107,887,218,2,2752,139562,13,1,20,0,6,47,11,2,0,3,7,91
51013103504,"Census Tract 1035.04, Arlington County","Virginia","Arlington County",1,1,0,0,1190,908,195,87,1904,175044,7,0,15,0,7,59,11,2,1,6,9,84
51013103505,"Census Tract 1035.05, Arlington County","Virginia","Arlington County",1,1,0,0,1116,913,182,21,1939,122317,35,0,8,0,5,40,9,2,6,8,6,81
51013103601,"Census Tract 1036.01, Arlington County","Virginia","Arlington County",1,1,0,0,2168,1280,854,34,1045,234450,0,0,8,0,6,74,4,8,3,1,6,90
51013103602,"Census Tract 1036.02, Arlington County","Virginia","Arlington County",1,1,0,0,1118,800,303,15,768,116219,14,0,26,0,13,36,9,3,1,3,13,83
51013103700,"Census Tract 1037, Arlington County","Virginia","Arlington County",1,1,0,0,2484,1432,965,87,908,252206,4,0,3,0,4,77,11,0,2,2,4,93
51013103800,"Census Tract 1038, Arlington County","Virginia","Arlington County",1,1,0,0,1382,1019,361,2,2463,147526,24,1,7,0,4,57,5,2,1,7,14,78
51015070100,"Census Tract 701, Augusta County","Virginia","Augusta County",4,2,1,1,2827,1700,628,499,1216,70299,23,1,0,0,2,70,3,0,18,48,25,10
51015070200,"Census Tract 702, Augusta County","Virginia","Augusta County",3,2,1,0,2912,1912,537,463,1412,103340,1,0,0,0,8,87,3,1,17,30,26,27
51015070300,"Census Tract 703, Augusta County","Virginia","Augusta County",3,2,0,1,3034,1885,531,618,2482,112082,2,0,0,0,4,80,9,5,4,27,30,39
51015070400,"Census Tract 704, Augusta County","Virginia","Augusta County",4,2,0,1,3116,1921,356,839,2224,82709,2,0,0,0,1,94,3,1,11,40,35,15
51015070500,"Census Tract 705, Augusta County","Virginia","Augusta County",3,2,1,1,3019,1814,605,600,2163,92879,0,0,0,0,3,96,0,0,6,55,21,17
51015070601,"Census Tract 706.01, Augusta County","Virginia","Augusta County",2,1,1,0,2647,1756,773,118,1048,127639,3,0,0,0,1,82,1,13,3,24,46,27
51015070602,"Census Tract 706.02, Augusta County","Virginia","Augusta County",2,2,0,0,1773,1335,332,106,1457,76071,20,2,0,0,0,74,2,1,15,30,29,26
51015070603,"Census Tract 706.03, Augusta County","Virginia","Augusta County",3,2,1,0,2617,1689,816,112,1651,103448,2,1,0,0,0,94,3,1,4,28,25,42
51015070701,"Census Tract 707.01, Augusta County","Virginia","Augusta County",3,2,1,1,2989,1744,554,691,1705,91122,4,0,1,0,1,92,1,0,13,29,30,28
51015070702,"Census Tract 707.02, Augusta County","Virginia","Augusta County",4,2,1,1,2728,1710,589,429,886,76947,1,0,1,0,0,91,6,0,6,39,34,20
51015070801,"Census Tract 708.01, Augusta County","Virginia","Augusta County",3,2,1,1,3599,1795,904,900,917,106712,0,0,0,0,0,99,0,0,12,32,20,36
51015070802,"Census Tract 708.02, Augusta County","Virginia","Augusta County",3,2,1,1,3044,1843,633,568,1747,90380,1,0,0,0,0,98,1,0,10,47,22,22
51015070900,"Census Tract 709, Augusta County","Virginia","Augusta County",3,2,1,0,2803,1719,676,408,2192,85943,0,0,0,1,1,95,1,1,5,39,30,26
51015071000,"Census Tract 710, Augusta County","Virginia","Augusta County",4,2,1,1,2988,1641,725,622,2328,72773,3,0,1,0,0,95,1,0,11,36,37,16
51015071101,"Census Tract 711.01, Augusta County","Virginia","Augusta County",3,2,1,0,2375,1649,578,148,1824,77312,10,0,1,0,3,80,6,0,7,37,28,29
51015071102,"Census Tract 711.02, Augusta County","Virginia","Augusta County",3,2,1,0,2816,1730,704,382,2402,102124,3,0,1,0,0,95,1,0,4,38,30,28
51015071201,"Census Tract 712.01, Augusta County","Virginia","Augusta County",3,2,1,0,2763,1885,518,360,806,88904,1,0,2,0,0,95,2,0,0,46,38,16
51015071202,"Census Tract 712.02, Augusta County","Virginia","Augusta County",3,2,1,0,2662,1693,646,323,1596,90978,2,0,0,0,6,87,4,0,8,34,34,24
51017920101,"Census Tract 9201.01, Bath County","Virginia","Bath County",4,3,1,1,2909,1903,417,589,830,72807,5,0,0,0,0,95,0,0,9,41,33,18
51017920102,"Census Tract 9201.02, Bath County","Virginia","Bath County",4,3,0,1,3134,2046,381,707,1075,81000,5,0,1,0,1,92,0,2,15,25,33,27
51019030101,"Census Tract 301.01, Bedford County","Virginia","Bedford County",2,1,0,0,2346,1995,238,113,2994,139234,4,0,1,0,1,90,4,0,2,16,19,63
51019030103,"Census Tract 301.03, Bedford County","Virginia","Bedford County",2,2,0,0,2030,1797,211,22,3251,112234,5,0,2,0,1,83,7,2,4,10,31,56
51019030104,"Census Tract 301.04, Bedford County","Virginia","Bedford County",2,2,0,0,2057,1803,218,36,1924,93088,17,0,1,0,2,72,7,1,3,21,31,44
51019030202,"Census Tract 302.02, Bedford County","Virginia","Bedford County",3,2,0,0,2578,1937,382,259,2156,96015,6,0,1,0,3,82,7,1,9,20,32,38
51019030203,"Census Tract 302.03, Bedford County","Virginia","Bedford County",2,2,0,0,2473,2167,260,46,1657,131141,3,0,0,0,1,87,4,4,9,13,21,57
51019030204,"Census Tract 302.04, Bedford County","Virginia","Bedford County",2,2,0,0,2577,2046,318,213,1535,126505,4,0,5,0,2,87,3,0,1,21,41,37
51019030300,"Census Tract 303, Bedford County","Virginia","Bedford County",3,2,0,0,2579,1962,277,340,1617,99926,5,0,1,0,0,91,3,0,8,42,27,24
51019030401,"Census Tract 304.01, Bedford County","Virginia","Bedford County",3,2,0,0,2589,1925,348,316,1469,83263,7,0,3,0,1,85,3,0,13,28,28,31
51019030403,"Census Tract 304.03, Bedford County","Virginia","Bedford County",3,3,0,0,2318,1837,211,270,1427,72183,4,0,0,0,0,90,6,0,9,45,23,23
51019030404,"Census Tract 304.04, Bedford County","Virginia","Bedford County",3,3,0,0,2581,2203,184,194,1329,82730,14,0,0,0,1,81,4,0,9,28,40,23
51019030501,"Census Tract 305.01, Bedford County","Virginia","Bedford County",3,3,0,0,2429,1868,240,321,1700,69385,4,0,0,0,7,85,1,2,14,31,39,16
51019030503,"Census Tract 305.03, Bedford County","Virginia","Bedford County",2,2,0,0,2381,1934,323,124,1366,115329,5,0,0,0,1,92,1,0,4,15,36,45
51019030504,"Census Tract 305.04, Bedford County","Virginia","Bedford County",2,2,0,0,2250,1917,271,62,1198,103998,3,0,1,0,0,93,3,0,5,23,32,41
51019030601,"Census Tract 306.01, Bedford County","Virginia","Bedford County",3,2,0,0,2500,1993,244,263,1382,88789,2,0,4,0,2,87,5,0,6,32,40,22
51019030602,"Census Tract 306.02, Bedford County","Virginia","Bedford County",3,2,0,0,2499,1909,294,296,1485,95494,2,0,0,0,1,96,0,1,4,35,39,22
51019030603,"Census Tract 306.03, Bedford County","Virginia","Bedford County",3,2,0,0,2441,1908,190,343,1114,80578,1,0,0,0,0,95,3,1,10,48,31,12
51019030604,"Census Tract 306.04, Bedford County","Virginia","Bedford County",3,2,0,0,2453,1997,253,203,933,90432,0,0,0,0,0,97,2,0,16,31,43,10
51019030605,"Census Tract 306.05, Bedford County","Virginia","Bedford County",3,2,0,0,2678,1969,316,393,1269,85634,1,0,0,0,0,96,2,1,11,43,26,19
