"geoid","name","state","county","total_energy_burden","electricity_burden","gas_burden","other_burden","total_energy_cost","electricity_cost","gas_cost","other_cost","total_households","income","black","amerind","asian","hawaiian_pi","hispanic","white","multiracial","other_race","no_high_school","high_school","some_college","bachelor"
51059481400,"Census Tract 4814, Fairfax County","Virginia","Fairfax County",1,1,0,0,2129,1529,557,43,2671,188265,7,0,15,0,5,63,7,3,5,9,11,76
51059481500,"Census Tract 4815, Fairfax County","Virginia","Fairfax County",1,1,0,0,3113,1836,1007,270,754,277671,2,0,6,0,1,84,8,0,0,3,7,90
51059481600,"Census Tract 4816, Fairfax County","Virginia","Fairfax County",1,1,0,0,3567,2193,884,490,1136,333025,0,1,7,0,6,79,5,2,0,0,10,90
51059481701,"Census Tract 4817.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,3344,2133,932,279,1878,327690,1,0,16,0,2,72,8,1,1,2,9,88
51059481702,"Census Tract 4817.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1980,1403,464,113,2012,191333,10,0,38,0,4,40,7,1,1,5,14,80
51059481900,"Census Tract 4819, Fairfax County","Virginia","Fairfax County",1,1,0,0,2396,1505,803,88,2278,189862,14,0,20,0,2,58,5,1,1,10,8,81
51059482001,"Census Tract 4820.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2597,1590,999,8,1777,250516,6,0,12,0,1,70,11,0,0,6,8,86
51059482002,"Census Tract 4820.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1927,1303,620,4,1811,186575,7,0,6,0,1,75,9,2,1,1,16,82
51059482100,"Census Tract 4821, Fairfax County","Virginia","Fairfax County",1,1,0,0,1794,1201,577,16,1661,126772,13,0,12,0,10,52,13,0,4,4,17,75
51059482201,"Census Tract 4822.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1888,1267,599,22,981,134996,15,1,8,0,13,47,14,2,7,16,14,63
51059482203,"Census Tract 4822.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,1324,919,404,1,2811,169790,6,0,15,0,2,68,6,4,0,5,12,82
51059482204,"Census Tract 4822.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,1217,915,301,1,1305,165925,8,0,13,0,2,64,6,6,4,1,9,85
51059482205,"Census Tract 4822.05, Fairfax County","Virginia","Fairfax County",1,1,0,0,1424,972,407,45,1411,169579,10,0,9,0,7,54,16,3,1,0,16,83
51059482206,"Census Tract 4822.06, Fairfax County","Virginia","Fairfax County",2,1,0,0,1787,1339,442,6,551,106236,4,0,24,0,0,62,10,0,10,8,14,68
51059482301,"Census Tract 4823.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1810,1407,352,51,2550,184531,2,0,19,0,5,70,3,1,0,6,12,82
51059482302,"Census Tract 4823.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1619,1304,312,3,1780,116369,22,1,7,0,16,29,19,7,12,16,20,53
51059482303,"Census Tract 4823.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,1748,1514,225,9,1624,176313,7,0,9,0,1,75,5,2,1,4,22,73
51059482400,"Census Tract 4824, Fairfax County","Virginia","Fairfax County",1,1,0,0,2910,1767,675,468,785,249428,1,0,15,0,2,73,9,0,0,9,15,76
51059482502,"Census Tract 4825.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,2520,1815,694,11,897,235421,4,0,25,0,2,64,2,3,1,3,16,80
51059482503,"Census Tract 4825.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,2892,1990,894,8,1567,253910,5,0,33,0,3,52,6,1,1,3,12,84
51059482504,"Census Tract 4825.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,2817,1994,814,9,1629,271788,1,0,27,0,2,62,9,0,0,3,10,87
51059482505,"Census Tract 4825.05, Fairfax County","Virginia","Fairfax County",1,1,0,0,1964,1382,580,2,1222,201088,4,1,53,0,1,33,8,1,0,8,14,77
51059482506,"Census Tract 4825.06, Fairfax County","Virginia","Fairfax County",1,1,0,0,1524,1062,462,0,2055,138954,30,0,18,0,3,24,24,0,0,18,13,69
51059482507,"Census Tract 4825.07, Fairfax County","Virginia","Fairfax County",1,1,1,0,1822,1144,677,1,1676,128329,4,0,31,1,8,50,6,1,0,11,23,66
51059482601,"Census Tract 4826.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2686,1959,616,111,2259,223001,3,0,43,0,5,44,3,2,1,11,8,80
51059482603,"Census Tract 4826.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,2147,1633,506,8,1163,187517,3,0,30,0,6,52,6,3,0,5,23,71
51059482604,"Census Tract 4826.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,2979,1810,1164,5,1277,266573,2,0,52,0,1,34,4,6,0,8,6,85
51059490101,"Census Tract 4901.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2087,1371,708,8,2059,162888,12,0,25,0,5,42,13,3,4,20,15,61
51059490104,"Census Tract 4901.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,2509,2081,419,9,980,176168,2,0,15,0,19,36,16,12,13,10,11,66
51059490105,"Census Tract 4901.05, Fairfax County","Virginia","Fairfax County",1,1,0,0,2277,1475,794,8,1001,173008,3,1,20,0,6,55,12,3,1,16,16,66
51059490501,"Census Tract 4905.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1940,1431,504,5,1309,139729,11,0,41,0,2,33,12,1,0,9,24,67
51059490502,"Census Tract 4905.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,2940,2024,863,53,2104,259442,1,1,35,0,2,52,8,2,2,8,22,67
51059491000,"Census Tract 4910, Fairfax County","Virginia","Fairfax County",1,1,0,0,3086,1838,1118,130,654,265512,7,0,24,0,0,66,3,0,0,9,8,83
51059491101,"Census Tract 4911.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2821,1776,1031,14,1244,254503,4,0,14,0,0,66,16,0,0,4,10,85
51059491102,"Census Tract 4911.02, Fairfax County","Virginia","Fairfax County",1,1,1,0,2552,1518,1020,14,1063,191668,1,0,17,0,12,54,3,13,6,12,15,66
51059491103,"Census Tract 4911.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,2001,1329,665,7,2020,149021,3,0,18,0,6,49,18,7,3,26,16,55
51059491201,"Census Tract 4912.01, Fairfax County","Virginia","Fairfax County",2,1,1,0,2086,1342,737,7,2246,128684,7,0,29,0,6,33,11,14,5,17,28,49
51059491202,"Census Tract 4912.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1273,1003,270,0,934,91291,11,1,14,0,3,55,10,6,4,3,32,62
51059491301,"Census Tract 4913.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2268,1468,788,12,1968,187178,11,1,24,0,4,45,8,7,7,11,16,66
51059491302,"Census Tract 4913.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1795,1247,543,5,1337,148421,4,0,20,0,10,40,23,3,4,7,24,65
51059491303,"Census Tract 4913.03, Fairfax County","Virginia","Fairfax County",1,1,1,0,1839,1153,682,4,1490,134997,7,0,24,0,15,33,12,9,7,12,28,53
51059491401,"Census Tract 4914.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1769,1429,337,3,1733,133813,7,0,35,1,9,39,5,4,3,18,23,56
51059491402,"Census Tract 4914.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,1904,1517,382,5,1377,145460,8,0,32,0,7,29,16,8,1,9,29,61
51059491403,"Census Tract 4914.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,2875,1891,974,10,1236,285043,2,0,25,0,0,57,12,4,1,2,6,91
51059491404,"Census Tract 4914.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,2246,1522,713,11,1345,197755,14,0,28,0,4,41,11,2,0,16,16,68
51059491405,"Census Tract 4914.05, Fairfax County","Virginia","Fairfax County",1,1,0,0,2955,1817,1121,17,771,290501,3,0,18,0,2,66,10,1,0,3,9,88
51059491501,"Census Tract 4915.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,2301,1427,848,26,2298,184738,10,0,60,0,1,23,5,0,2,10,20,68
51059491502,"Census Tract 4915.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,2950,1867,1071,12,2045,257694,5,0,34,0,1,56,4,1,0,2,12,86
51059491601,"Census Tract 4916.01, Fairfax County","Virginia","Fairfax County",2,1,0,0,2085,1567,512,6,1626,133153,2,0,49,0,11,26,8,5,9,9,22,59
51059491602,"Census Tract 4916.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,2366,1699,655,12,1597,161171,4,0,36,0,11,32,10,7,8,16,20,56
51059491701,"Census Tract 4917.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1567,1110,456,1,1966,143525,12,0,25,0,2,52,10,0,0,5,20,74
51059491703,"Census Tract 4917.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,1350,1013,336,1,3013,110235,13,0,16,0,3,55,4,9,0,6,19,75
51059491704,"Census Tract 4917.04, Fairfax County","Virginia","Fairfax County",1,1,0,0,1797,1201,594,2,2399,149111,7,0,37,0,2,44,9,0,1,9,11,80
51059491705,"Census Tract 4917.05, Fairfax County","Virginia","Fairfax County",1,1,0,0,2750,1716,1000,34,959,218452,2,0,52,0,1,38,6,1,6,5,14,75
51059491706,"Census Tract 4917.06, Fairfax County","Virginia","Fairfax County",1,1,0,0,1217,962,253,2,1359,97601,19,0,18,0,9,43,10,1,6,10,24,61
51059491707,"Census Tract 4917.07, Fairfax County","Virginia","Fairfax County",1,1,0,0,1689,1165,520,4,1811,149873,16,0,27,0,4,40,11,2,1,9,19,71
51059491801,"Census Tract 4918.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,1627,1093,532,2,1227,116835,4,1,43,0,5,44,2,0,0,10,16,74
51059491802,"Census Tract 4918.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,2230,1409,811,10,1125,169716,4,1,26,0,1,55,5,8,4,7,23,65
51059491803,"Census Tract 4918.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,1966,1356,603,7,2565,153433,1,0,27,0,3,53,10,5,2,13,15,70
51059492000,"Census Tract 4920, Fairfax County","Virginia","Fairfax County",1,1,0,0,3829,2173,883,773,2191,294363,5,0,7,0,3,79,5,2,0,1,8,90
51059492100,"Census Tract 4921, Fairfax County","Virginia","Fairfax County",1,1,0,0,3845,2356,1014,475,2016,296127,3,0,15,0,2,75,3,1,1,4,12,83
51059492201,"Census Tract 4922.01, Fairfax County","Virginia","Fairfax County",1,1,0,0,3617,2410,919,288,1001,265906,9,0,14,0,3,59,14,1,3,4,10,83
51059492202,"Census Tract 4922.02, Fairfax County","Virginia","Fairfax County",1,1,0,0,3000,1964,1015,21,2115,267471,6,0,21,2,2,59,9,1,0,7,7,87
51059492203,"Census Tract 4922.03, Fairfax County","Virginia","Fairfax County",1,1,0,0,3308,2060,1026,222,1123,289921,9,0,9,0,1,67,14,0,1,6,10,83
51059492300,"Census Tract 4923, Fairfax County","Virginia","Fairfax County",1,1,0,0,2277,2025,217,35,1150,167913,2,1,17,0,5,51,14,9,5,10,18,68
51059492400,"Census Tract 4924, Fairfax County","Virginia","Fairfax County",1,1,0,0,2144,1782,291,71,1705,156664,14,0,12,1,5,46,20,2,6,7,23,64
51059492500,"Census Tract 4925, Fairfax County","Virginia","Fairfax County",2,1,0,0,4173,2407,952,814,1450,277052,0,0,13,0,3,79,3,2,0,5,14,81
51059980100,"Census Tract 9801, Fairfax County","Virginia","Fairfax County",2,1,1,0,1649,800,849,0,5,66315,0,0,0,0,0,100,0,0,0,0,0,100
51061930101,"Census Tract 9301.01, Fauquier County","Virginia","Fauquier County",2,2,0,0,2703,1952,294,457,1321,126262,10,0,0,0,26,56,6,1,9,19,27,45
51061930102,"Census Tract 9301.02, Fauquier County","Virginia","Fauquier County",2,2,0,1,3409,2092,579,738,1158,138293,1,0,1,0,1,87,4,5,6,19,23,53
51061930203,"Census Tract 9302.03, Fauquier County","Virginia","Fauquier County",2,1,1,0,3740,1944,1125,671,1096,164312,3,2,0,0,3,84,7,2,4,16,33,47
51061930204,"Census Tract 9302.04, Fauquier County","Virginia","Fauquier County",2,1,1,0,3311,2096,930,285,1473,156681,7,0,1,0,4,86,3,0,11,11,33,44
51061930205,"Census Tract 9302.05, Fauquier County","Virginia","Fauquier County",2,1,1,0,3329,2086,791,452,659,149639,5,0,1,0,4,82,4,3,6,22,31,41
51061930206,"Census Tract 9302.06, Fauquier County","Virginia","Fauquier County",2,1,1,0,3142,2097,878,167,869,157086,13,0,0,0,7,73,7,0,10,21,30,38
51061930207,"Census Tract 9302.07, Fauquier County","Virginia","Fauquier County",3,2,1,0,3501,2079,933,489,633,137107,9,0,2,0,2,81,5,1,4,36,31,29
51061930303,"Census Tract 9303.03, Fauquier County","Virginia","Fauquier County",2,1,0,0,2920,1923,679,318,1465,149410,4,1,1,0,1,87,4,3,4,21,31,44
51061930304,"Census Tract 9303.04, Fauquier County","Virginia","Fauquier County",2,1,1,0,3536,2046,1094,396,987,172195,1,0,2,0,1,89,6,0,3,10,21,66
51061930305,"Census Tract 9303.05, Fauquier County","Virginia","Fauquier County",2,1,1,0,2925,1771,1057,97,1867,125100,14,0,0,0,0,79,6,0,3,16,26,55
51061930306,"Census Tract 9303.06, Fauquier County","Virginia","Fauquier County",2,1,1,0,3211,1780,836,595,1121,139155,4,0,10,0,0,66,17,3,5,17,32,46
51061930401,"Census Tract 9304.01, Fauquier County","Virginia","Fauquier County",2,1,1,0,3273,2065,928,280,2160,180513,2,0,3,0,3,82,7,2,5,10,32,53
51061930402,"Census Tract 9304.02, Fauquier County","Virginia","Fauquier County",2,1,1,0,3462,2109,1124,229,2183,177964,4,0,5,0,1,83,4,3,1,14,23,63
51061930404,"Census Tract 9304.04, Fauquier County","Virginia","Fauquier County",2,1,1,0,3411,1982,870,559,973,152929,4,0,4,0,2,84,6,0,2,28,33,36
51061930405,"Census Tract 9304.05, Fauquier County","Virginia","Fauquier County",2,1,1,0,3018,2004,938,76,1736,138248,9,1,2,0,3,74,11,0,1,13,34,52
51061930703,"Census Tract 9307.03, Fauquier County","Virginia","Fauquier County",2,1,0,0,3075,2009,618,448,922,140460,3,1,0,0,5,85,5,1,2,30,43,25
51061930704,"Census Tract 9307.04, Fauquier County","Virginia","Fauquier County",2,1,0,0,3222,2156,724,342,1275,153671,5,0,0,0,2,84,4,4,5,29,36,31
51061930705,"Census Tract 9307.05, Fauquier County","Virginia","Fauquier County",2,2,1,0,2948,2038,706,204,1256,126338,9,0,1,0,12,69,8,1,9,27,30,35
51061930706,"Census Tract 9307.06, Fauquier County","Virginia","Fauquier County",2,2,0,0,2718,2147,435,136,1937,111111,10,0,1,0,16,63,10,1,18,29,32,22
51061930707,"Census Tract 9307.07, Fauquier County","Virginia","Fauquier County",2,2,0,0,2800,2036,580,184,920,123993,8,1,1,0,5,73,10,2,15,38,21,25
51063920102,"Census Tract 9201.02, Floyd County","Virginia","Floyd County",3,3,0,0,2619,1912,363,344,1634,75988,0,0,0,0,6,90,3,1,5,44,26,25
51063920103,"Census Tract 9201.03, Floyd County","Virginia","Floyd County",3,2,0,1,2480,1779,304,397,1673,78241,8,0,0,0,0,90,1,0,5,23,40,32
51063920104,"Census Tract 9201.04, Floyd County","Virginia","Floyd County",3,2,0,0,2190,1815,185,190,975,77739,0,1,0,0,0,97,1,1,8,32,36,24
51063920201,"Census Tract 9202.01, Floyd County","Virginia","Floyd County",3,2,0,0,2402,1737,337,328,1490,76345,0,0,1,0,0,96,3,0,8,47,21,24
51063920202,"Census Tract 9202.02, Floyd County","Virginia","Floyd County",4,2,0,1,2624,1699,286,639,883,70335,6,0,0,0,0,93,1,0,22,35,29,14
51065020101,"Census Tract 201.01, Fluvanna County","Virginia","Fluvanna County",2,2,0,0,2724,2132,496,96,1984,129533,16,0,3,0,2,73,5,1,6,27,36,32
51065020103,"Census Tract 201.03, Fluvanna County","Virginia","Fluvanna County",2,2,0,0,2812,2116,566,130,1418,131044,7,0,4,1,2,81,3,2,3,7,35,55
51065020104,"Census Tract 201.04, Fluvanna County","Virginia","Fluvanna County",2,2,0,0,2653,2174,421,58,2481,126827,7,0,0,0,1,76,13,4,1,8,32,59
51065020200,"Census Tract 202, Fluvanna County","Virginia","Fluvanna County",3,2,0,0,2819,2017,417,385,2232,91621,25,0,0,0,0,69,5,0,9,31,26,34
51065020300,"Census Tract 203, Fluvanna County","Virginia","Fluvanna County",2,2,0,0,2726,2204,362,160,2080,109223,9,0,0,0,1,83,4,3,9,24,39,28
51067020102,"Census Tract 201.02, Franklin County","Virginia","Franklin County",2,1,0,0,2470,1875,395,200,1282,128226,4,0,5,0,0,86,5,0,6,22,30,42
51067020103,"Census Tract 201.03, Franklin County","Virginia","Franklin County",2,2,0,0,2539,2040,433,66,1030,127805,0,0,0,0,0,99,0,0,2,31,30,37
51067020104,"Census Tract 201.04, Franklin County","Virginia","Franklin County",1,1,0,0,2259,1781,330,148,1408,151701,2,0,0,0,0,93,5,0,2,13,27,58
51067020200,"Census Tract 202, Franklin County","Virginia","Franklin County",3,2,0,0,2555,1993,327,235,1955,81692,14,0,0,0,0,79,6,0,19,31,33,17
51067020301,"Census Tract 203.01, Franklin County","Virginia","Franklin County",3,2,0,0,2405,1901,380,124,1005,92641,0,0,2,0,2,93,0,3,12,39,28,22
51067020302,"Census Tract 203.02, Franklin County","Virginia","Franklin County",2,2,0,0,2317,1926,286,105,1379,100056,1,0,1,0,0,96,2,0,1,39,30,30
51067020400,"Census Tract 204, Franklin County","Virginia","Franklin County",3,2,0,0,2482,1967,351,164,2585,87268,2,0,0,0,2,93,1,2,15,33,32,19
51067020501,"Census Tract 205.01, Franklin County","Virginia","Franklin County",2,2,0,0,2480,2012,258,210,1408,101170,7,0,1,0,0,84,6,2,10,29,38,23
51067020502,"Census Tract 205.02, Franklin County","Virginia","Franklin County",3,2,0,0,2432,1878,268,286,1430,82101,1,0,0,0,0,97,2,0,9,37,38,17
51067020600,"Census Tract 206, Franklin County","Virginia","Franklin County",3,2,0,1,2809,1894,346,569,1110,86941,9,0,0,0,1,87,2,1,11,30,38,21
51067020701,"Census Tract 207.01, Franklin County","Virginia","Franklin County",4,3,0,0,2518,1962,281,275,1141,59818,11,0,0,0,0,87,2,0,23,38,29,10
51067020702,"Census Tract 207.02, Franklin County","Virginia","Franklin County",5,4,1,1,2676,1998,367,311,1008,55195,2,0,0,0,0,96,2,0,20,22,37,21
51067020801,"Census Tract 208.01, Franklin County","Virginia","Franklin County",4,3,0,0,2246,1734,278,234,1192,62790,25,0,0,0,2,64,7,1,10,29,37,24
51067020802,"Census Tract 208.02, Franklin County","Virginia","Franklin County",3,2,0,0,2065,1739,270,56,1277,76686,18,0,0,0,1,76,5,0,10,19,35,36
51067020901,"Census Tract 209.01, Franklin County","Virginia","Franklin County",4,3,0,0,2381,1893,239,249,1447,66659,16,4,2,0,2,75,2,0,16,29,45,10
51067020902,"Census Tract 209.02, Franklin County","Virginia","Franklin County",3,2,1,0,2520,1879,446,195,1365,77301,11,0,1,0,1,87,1,0,10,34,40,16
51069050100,"Census Tract 501, Frederick County","Virginia","Frederick County",2,2,0,0,2757,1939,541,277,2626,119545,5,0,4,0,1,85,2,3,7,24,29,41
51069050200,"Census Tract 502, Frederick County","Virginia","Frederick County",3,2,1,0,3185,2049,789,347,1576,125924,3,0,2,0,4,86,3,2,5,28,29,38
51069050300,"Census Tract 503, Frederick County","Virginia","Frederick County",3,2,0,0,3203,2172,625,406,2261,125712,1,0,0,0,1,96,1,1,5,31,35,29
51069050401,"Census Tract 504.01, Frederick County","Virginia","Frederick County",3,2,0,0,3085,2185,522,378,1561,111780,0,0,0,0,5,89,5,0,16,38,31,16
51069050402,"Census Tract 504.02, Frederick County","Virginia","Frederick County",3,2,0,0,2834,2036,472,326,1111,95210,4,1,2,0,1,90,3,0,29,40,18,13
51069050500,"Census Tract 505, Frederick County","Virginia","Frederick County",3,2,0,0,3049,2021,451,577,2393,120314,1,3,1,0,1,85,2,7,6,36,28,30
51069050600,"Census Tract 506, Frederick County","Virginia","Frederick County",2,2,0,0,2756,1869,585,302,1691,121531,3,0,0,0,3,82,8,3,10,28,25,37
51069050700,"Census Tract 507, Frederick County","Virginia","Frederick County",2,2,0,0,2531,1820,388,323,1229,105287,2,0,1,0,2,91,3,1,11,32,26,30
51069050801,"Census Tract 508.01, Frederick County","Virginia","Frederick County",2,1,1,0,2502,1695,654,153,2445,127995,5,1,5,0,3,78,7,2,17,19,24,40
51069050804,"Census Tract 508.04, Frederick County","Virginia","Frederick County",2,2,0,0,2341,1767,518,56,1764,113435,7,0,0,0,13,71,2,6,12,32,39,16
51069050805,"Census Tract 508.05, Frederick County","Virginia","Frederick County",2,1,1,0,2865,1815,796,254,925,155485,2,0,0,0,1,87,5,5,3,18,43,36
51069050806,"Census Tract 508.06, Frederick County","Virginia","Frederick County",2,1,1,0,2643,1716,804,123,1354,146910,4,0,1,0,2,83,5,4,6,22,26,45
51069050807,"Census Tract 508.07, Frederick County","Virginia","Frederick County",3,2,1,0,2318,1717,530,71,1481,89956,7,0,2,0,7,76,7,0,4,38,33,26
51069050900,"Census Tract 509, Frederick County","Virginia","Frederick County",3,2,1,0,2634,1751,597,286,1955,102775,5,0,2,0,5,74,11,1,8,29,35,28
51069051001,"Census Tract 510.01, Frederick County","Virginia","Frederick County",2,1,1,0,2709,1858,728,123,1354,135611,4,0,5,0,0,84,6,0,5,15,26,54
51069051002,"Census Tract 510.02, Frederick County","Virginia","Frederick County",2,1,0,0,2050,1506,404,140,2417,103648,7,0,0,0,12,72,4,5,12,37,23,28
51069051102,"Census Tract 511.02, Frederick County","Virginia","Frederick County",3,2,0,0,2125,1698,315,112,2605,79796,8,0,2,0,14,61,7,6,14,25,29,32
51069051103,"Census Tract 511.03, Frederick County","Virginia","Frederick County",2,1,0,0,2541,1883,619,39,1634,138519,5,0,3,1,8,78,2,3,16,23,31,30
51069051104,"Census Tract 511.04, Frederick County","Virginia","Frederick County",2,1,0,0,2583,1813,689,81,1152,155377,1,0,4,0,7,87,1,1,3,10,40,47
51071930100,"Census Tract 9301, Giles County","Virginia","Giles County",3,2,0,0,2375,1838,239,298,905,92010,0,0,0,1,0,98,1,0,10,32,27,31
51071930200,"Census Tract 9302, Giles County","Virginia","Giles County",3,2,0,0,2289,1866,206,217,1453,85216,2,0,0,1,1,93,3,0,10,41,31,18
51071930300,"Census Tract 9303, Giles County","Virginia","Giles County",3,3,0,0,2277,1889,278,110,2308,74250,4,0,0,0,1,93,1,0,7,37,41,15
51071930400,"Census Tract 9304, Giles County","Virginia","Giles County",4,3,0,1,2442,1791,252,399,2186,64992,1,0,1,0,0,94,3,0,9,42,33,17
51073100101,"Census Tract 1001.01, Gloucester County","Virginia","Gloucester County",2,2,0,0,2736,2143,483,110,1171,109459,2,0,0,0,1,93,4,0,12,19,42,28
51073100102,"Census Tract 1001.02, Gloucester County","Virginia","Gloucester County",3,2,0,0,2687,2076,373,238,1766,92609,4,0,0,0,2,83,9,2,11,29,43,18
51073100201,"Census Tract 1002.01, Gloucester County","Virginia","Gloucester County",2,2,0,0,2864,2274,476,114,2052,120182,16,0,1,0,1,76,6,0,8,24,45,23
51073100202,"Census Tract 1002.02, Gloucester County","Virginia","Gloucester County",3,2,0,0,2820,2195,520,105,1589,111806,8,1,2,0,5,83,2,0,7,34,28,30
51073100203,"Census Tract 1002.03, Gloucester County","Virginia","Gloucester County",3,2,0,0,2846,2109,522,215,1586,104726,11,0,0,0,1,84,4,0,3,23,42,32
51073100301,"Census Tract 1003.01, Gloucester County","Virginia","Gloucester County",3,2,0,0,2522,1960,282,280,2166,86503,12,0,0,0,0,85,2,2,10,32,34,25
51073100302,"Census Tract 1003.02, Gloucester County","Virginia","Gloucester County",3,2,0,0,2787,2289,383,115,2179,107022,2,0,1,0,1,81,13,2,7,25,37,31
51073100400,"Census Tract 1004, Gloucester County","Virginia","Gloucester County",2,2,0,0,2958,2202,584,172,616,122171,10,0,0,0,0,85,5,0,12,25,27,35
51073100500,"Census Tract 1005, Gloucester County","Virginia","Gloucester County",3,2,0,0,2820,2147,362,311,1732,103829,8,0,1,0,1,87,3,0,13,33,32,21
51075400101,"Census Tract 4001.01, Goochland County","Virginia","Goochland County",2,1,0,0,2838,2101,628,109,2078,179585,4,0,6,0,2,88,0,0,0,6,12,82
51075400102,"Census Tract 4001.02, Goochland County","Virginia","Goochland County",2,1,0,0,2669,1977,539,153,1879,148005,10,0,3,0,3,79,4,1,4,13,27,57
51075400200,"Census Tract 4002, Goochland County","Virginia","Goochland County",2,2,0,0,3026,2316,531,179,1901,145981,15,0,0,0,2,77,5,1,6,18,31,45
51075400300,"Census Tract 4003, Goochland County","Virginia","Goochland County",2,1,0,0,2431,1834,259,338,46,127962,44,1,0,0,1,46,3,4,0,30,43,26
51075400400,"Census Tract 4004, Goochland County","Virginia","Goochland County",2,2,0,0,2901,2252,388,261,2152,130205,19,0,0,0,1,72,3,5,9,21,28,42
51075400500,"Census Tract 4005, Goochland County","Virginia","Goochland County",3,2,0,0,2817,2194,357,266,1732,99334,16,0,0,0,0,79,4,0,8,29,36,27
51077060101,"Census Tract 601.01, Grayson County","Virginia","Grayson County",4,3,0,1,2599,1708,236,655,1088,66649,3,0,0,0,4,91,1,1,24,34,26,16
51077060102,"Census Tract 601.02, Grayson County","Virginia","Grayson County",4,3,0,1,2628,1801,242,585,1704,64690,0,0,1,0,0,95,3,0,14,37,33,16
51077060201,"Census Tract 602.01, Grayson County","Virginia","Grayson County",5,3,0,1,2534,1598,239,697,1330,55754,15,0,3,0,4,73,5,0,13,32,37,18
51077060202,"Census Tract 602.02, Grayson County","Virginia","Grayson County",5,3,0,2,2612,1504,234,874,1265,51367,6,0,0,0,1,91,2,0,12,49,30,9
51077060300,"Census Tract 603, Grayson County","Virginia","Grayson County",5,2,0,2,2910,1419,238,1253,761,61972,1,0,0,0,1,96,2,0,13,34,37,16
51079030101,"Census Tract 301.01, Greene County","Virginia","Greene County",3,2,1,0,2607,1865,493,249,1506,91249,7,0,1,0,1,85,3,1,23,22,33,22
51079030102,"Census Tract 301.02, Greene County","Virginia","Greene County",3,2,0,0,2724,2003,400,321,1866,95337,4,0,4,0,2,80,10,0,6,39,35,21
51079030201,"Census Tract 302.01, Greene County","Virginia","Greene County",2,1,0,0,2505,1835,594,76,2788,140500,8,0,3,0,0,73,3,13,9,15,27,49
51079030202,"Census Tract 302.02, Greene County","Virginia","Greene County",2,2,0,0,2629,1960,410,259,1502,114339,6,0,0,0,0,89,4,0,4,40,41,16
51081880101,"Census Tract 8801.01, Greensville County","Virginia","Greensville County",4,3,1,1,3223,1995,518,710,1558,75939,49,0,0,0,0,43,2,5,12,30,33,24
51081880200,"Census Tract 8802, Greensville County","Virginia","Greensville County",4,3,1,0,2840,2057,572,211,1664,72508,55,0,0,0,1,33,8,2,23,32,29,16
51083930100,"Census Tract 9301, Halifax County","Virginia","Halifax County",5,3,1,1,3189,2000,734,455,1141,67047,31,0,0,0,0,59,9,1,23,22,38,16
51083930202,"Census Tract 9302.02, Halifax County","Virginia","Halifax County",5,3,1,1,2820,1860,529,431,884,61749,53,0,0,0,5,36,1,5,18,37,33,11
51083930203,"Census Tract 9302.03, Halifax County","Virginia","Halifax County",4,3,1,1,2791,1931,366,494,1130,65111,48,0,0,0,0,40,12,0,30,37,28,5
51083930204,"Census Tract 9302.04, Halifax County","Virginia","Halifax County",5,3,1,1,3205,1708,850,647,696,60073,24,0,0,0,0,76,0,0,26,31,28,15
51083930301,"Census Tract 9303.01, Halifax County","Virginia","Halifax County",5,3,1,1,3271,2034,750,487,1029,63040,21,0,0,0,1,74,5,1,22,16,36,26
